"ProjectID","ProjectDescription","TypeofWork","infra_type","Region","Province","Municipality","LegislativeDistrict","Longitude","Latitude","ABC","ContractCost","FundingYear","CompletionYear"
"P00721767VS","Construction of Flood Mitigation Structure at Combado River, (Nangka Side), Barangay Cantuod, Balamban, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","BALAMBAN (CEBU)","CEBU (THIRD LEGISLATIVE DISTRICT)",123.714459,10.518753,67550000,67451959,2023,2023
"P00742472LZ","Construction of Dike along Brgy. Kilikao to Yawa River Channel Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.714866331839,13.1583961299191,29698522.26,29698072.37,2023,2023
"P00630978LZ","Construction of Malobago Flood Control System including Esplanade along Malobago-Busay River (Main), Daraga, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.714870906166,13.1586516901812,57898364.38,57898264.38,2022,2022
"P00726976LZ","Construction of Flood Control System (Purok 1, 2, 3 and 6), Kilicao Daraga, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","MANITO (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.715189,13.158484,72373550.87,72373461.51,2023,2023
"P00620760LZ","Construction of Putiao River Control, Pilar Sorsogon","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","SORSOGON","PILAR (SORSOGON)","SORSOGON (FIRST LEGISLATIVE DISTRICT)",123.715683,12.020212,48999974.96,47304633.91,2022,2022
"P00640478LZ","Rehabilitation of Flood Mitigation Structure along Bito River, Brgy. Buenos Aires, San Fernando, Masbate","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region V","MASBATE","SAN FERNANDO (MASBATE)","MASBATE (FIRST LEGISLATIVE DISTRICT)",123.716496,12.494265,98999705.73,98999705.73,2022,2023
"P00631341LZ","Construction of Daraga Drainage System, Daraga, Albay","Construction of Drainage Structure","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.71670237277,13.1497310295171,29398368.82,29397676.96,2022,2022
"P00630999LZ","Rehabilitation of Revetment, Upstream of Barangay Bonga Spillway, Barangay Mabinit, Legazpi City, Albay","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region V","ALBAY","LEGAZPI CITY (CAPITAL) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.717275939188,13.196578048619,57898285.51,57897955,2022,2022
"P00549965VS","Construction of San Isidro River Flood Control Structure, San Fernando, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","","CEBU (FIRST LEGISLATIVE DISTRICT)",123.717817,10.174602,77200000,77200000,2021,2022
"P00740480LZ","Construction of Baranghawon River Control, Barangay Baranghawon, Tabaco City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.7182,13.35377,144749999,144750000,2023,2023
"P00727202LZ","Construction of Baranghawon Flood Mitigation Structure, Tabaco City","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.7182,13.35377,46059971.1,21560000,2023,2023
"P00620273LZ","Construction of Bagtang - Maroroy Flood Control System (both sides), Daraga, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.720600876567,13.1516459552666,96498239.06,96497819.97,2022,2023
"P00820353VS","Construction of Lutac River Flood Control Structure, Naga City, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","CITY OF NAGA (CEBU)","CEBU (FIRST LEGISLATIVE DISTRICT)",123.721977,10.236222,120625000,120575000,2024,2024
"P00525682LZ","Construction/Rehabilitation of Bonga Flood Control System, Legazpi City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.722469,13.189581,115799985.6,115800000,2021,2022
"P00620684LZ","Construction/ Rehabilitation of Bonga Flood Control System, Legazpi City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","LEGAZPI CITY (CAPITAL) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.722524,13.188329,40529505.35,39191886.59,2022,2022
"P00620679LZ","Construction of Bagtang-Maroroy-Tagas Creek, Daraga, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.723386103319,13.1538764799104,29398109.49,29339615.74,2022,2022
"P00740659LZ","Construction of Flood Mitigation Structure (Revetment Wall), Sitio Misua B, Banquerohan, Legazpi City, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","LEGAZPI CITY (CAPITAL) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.723449,13.036393,48886193,48885924.75,2023,2023
"P00820399VS","Rehabilitation of Flood Mitigation Structure at Combado River, Barangay Cantuod, Balamban, Cebu","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region VII","CEBU","BALAMBAN (CEBU)","CEBU (THIRD LEGISLATIVE DISTRICT)",123.724099,10.52816,19600000,19501488.5,2024,2024
"P00721820VS","Rehabilitation of Flood Mitigation Structure at Combado River, Barangay Cantuod, Balamban, Cebu","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region VII","CEBU","BALAMBAN (CEBU)","CEBU (THIRD LEGISLATIVE DISTRICT)",123.72446,10.526972,19600000,19403655,2023,2023
"P00820073VS","Construction of Tarong-Talangnan Seawall, Madridejos, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","MADRIDEJOS (CEBU)","CEBU (FOURTH LEGISLATIVE DISTRICT)",123.72452,11.29505,96500000,96500000,2024,2024
"P00561812LZ","Flood mitigation and rehabilitation of river control infrastructures along the Tagas River, Tabaco City, Albay","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region V","ALBAY","","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.72459,13.35146,21037038.51,21037500,2021,2022
"P00835781MN","Construction of Shore Line Protection, Barangay Southern Looc, Plaridel, Misamis Occidental","Construction of Flood Mitigation Structure","Flood Control Structures","Region X","MISAMIS OCCIDENTAL","PLARIDEL (MISAMIS OCCIDENTAL)","MISAMIS OCCIDENTAL (FIRST LEGISLATIVE DISTRICT)",123.72584,8.60344,86850000,86849960.44,2024,2025
"P00561194LZ","Flood mitigation and rehabilitation of river control structures along the upstream of Tagas River in Tabaco City","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.72588,13.35186,22769820.13,22770000,2021,2022
"P00620688LZ","Upgrading of River Bank Protection Works along Mariawa-Taysan River, Legazpi City","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","LEGAZPI CITY (CAPITAL) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.72699102329,13.100957654079,47979582.02,47979306.09,2022,2022
"P00821011LZ","Construction of Flood Mitigation Structure, Bito River (Upstream), Barangay Magkaipit, San Fernando, Masbate","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","MASBATE","SAN FERNANDO (MASBATE)","MASBATE (FIRST LEGISLATIVE DISTRICT)",123.728611,12.4897222,4.9e+07,48999995.07,2024,2024
"P00721765VS","Construction of Flood Mitigation Structure at Combado River, Barangay Singsing, Balamban, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","BALAMBAN (CEBU)","CEBU (THIRD LEGISLATIVE DISTRICT)",123.7288639,10.52424167,67550000,67177531,2023,2023
"P00726293LZ","Construction of Flood Mitigation Structure at Bito River (Upstream), Brgy. Magkaipit, San Fernando, Masbate","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","MASBATE","SAN FERNANDO (MASBATE)","MASBATE (FIRST LEGISLATIVE DISTRICT)",123.7292,12.48889,23520000,23519966.83,2023,2024
"P00632948LZ","Construction of River Bank Protection Structure and Drainage System along Bugit River (Downstream Section), Imalnod, Legazpi City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","LEGAZPI CITY (CAPITAL) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.729281777408,13.0763460695478,49498324.28,49479552.03,2022,2022
"P00820344VS","Construction of Flood Mitigation Structure at Combado River, Barangay Singsing, Balamban, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","BALAMBAN (CEBU)","CEBU (THIRD LEGISLATIVE DISTRICT)",123.72943,10.522118,96500000,96315000,2024,2024
"P00721766VS","Construction of Flood Mitigation Structure at Combado River, Sitio Combado, Barangay Cantuod, Balamban, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","BALAMBAN (CEBU)","CEBU (THIRD LEGISLATIVE DISTRICT)",123.7294528,10.5270333,67550000,66947542,2023,2023
"P00727213LZ","Construction of River Bank Protection Works and Drainage System, Brgy. Imalnod, Legazpi City, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","LEGAZPI CITY (CAPITAL) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.729888912531,13.0753907527392,29398956.34,29398908.74,2023,2023
"P00620687LZ","Upgrading of River Bank Protection Works along Mariawa-Imalnod River, Legazpi City","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","LEGAZPI CITY (CAPITAL) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.729918744232,13.0955995862324,47977981.86,47977926.84,2022,2022
"P00640571LZ","Construction of Dike/Revetment Structures Along Bgy. Mariawa, Legazpi City, Albay","Construction of Revetment","Flood Control Structures","Region V","ALBAY","DARAGA (LOCSIN) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.73031950036,13.091606626733,34649920.75,34649568.31,2022,2022
"P00820993LZ","Construction of Sta. Cruz River Control (Downstream), Malilipot, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","MALILIPOT (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.730956,13.3224552,87449970.17,39200000,2024,2025
"P00620310LZ","Construction/Extension of Fatima Seawall, Tabaco City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.730992,13.352557,94569992.05,94570000,2022,2022
"P00620690LZ","Upgrading of River Bank Protection Works along Sagumayon River (Upstream of Sagpon Bridge), Legazpi City","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","LEGAZPI CITY (CAPITAL) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.731297631127,13.1394922804899,39198450.26,39197847.13,2022,2022
"P00823643LZ","Construction/Extension of Tiagao River Control, Sta. Cruz Section, Malilipot, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","MALILIPOT (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.731664,13.3219495,87449970.17,48250000,2024,2025
"P00640568LZ","Repair and Improvement of the Flood Mitigation and River Control along the Tagas River","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.73193,13.35454,66329638.23,16830000,2022,2022
"P00727206LZ","Rehabilitation of Drainage System including Box Culvert of Tabaco City Wharf Road, Tabaco City, Albay","Rehabilitation / Major Repair of Drainage Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.73279469,13.36025431,75459988.26,4900000,2023,2023
"P00726296LZ","Construction of Flood Mitigation Structure (Upstream), Brgy. Progreso, San Fernando, Masbate","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","MASBATE","SAN FERNANDO (MASBATE)","MASBATE (FIRST LEGISLATIVE DISTRICT)",123.7336,12.46528,23520000,23519995.67,2023,2023
"P00525675LZ","Construction/Improvement of Kapantaran River Flood Mitigation Structures (Homapon - Imalnod Section), Legazpi City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.734053,13.074227,289499999.7,144750000,2021,2022
"P00820354VS","Construction of Mainit River Flood Control Structure, Naga City, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","CITY OF NAGA (CEBU)","CEBU (FIRST LEGISLATIVE DISTRICT)",123.734275,10.218236,96500000,96450000,2024,2024
"P00737555LZ","Construction of Tayhi River Control/Flood Mitigation at Barangay Cormidal, Tabaco City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.734513,13.365391,30689724.37,5940000,2023,2023
"P00721819VS","Construction of Mainit River Flood Control Structure, Naga City, Cebu","Construction of Flood Mitigation Structure","Flood Control Structures","Region VII","CEBU","CITY OF NAGA (CEBU)","CEBU (FIRST LEGISLATIVE DISTRICT)",123.735336,10.217598,34300000,34290000,2023,2023
"P00727204LZ","Construction of Sta. Cruz Flood Mitigation Structure, Malilipot, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","MALILIPOT (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.73554906,13.32138283,75459988.26,20580000,2023,2023
"P00726987LZ","Construction of Quinale Seawall, Tabaco City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.736191,13.360487,138149999.5,96500000,2023,2024
"P00620307LZ","Construction/ Rehabilitation of Padang River Flood Mitigation Structure, Brgy. Buyuan and Brgy. Padang, Legazpi City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","LEGAZPI CITY (CAPITAL) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.736496,13.21686,48731844.78,47123519.5,2022,2023
"P00727209LZ","Construction of Quinale Seawall, Tabaco City, Albay Phase II","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.736508,13.359529,138149999.5,41650000,2023,2024
"P00844787LZ","Construction of Flood Mitigation Structure along Barangay Pawa, Legazpi City, Albay","Construction of Slope Protection Structure","Flood Control Structures","Region V","ALBAY","LEGAZPI CITY (CAPITAL) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.737238,13.182665,48998954.51,48998722.69,2024,2024
"P00620677LZ","Construction/ Extension of San Roque-Fatima Seawall, Tabaco City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.737584,13.353674,19600195.19,19600000,2022,2022
"P00620678LZ","Construction/ Extension of Sto. Cristo Seawall, Tabaco City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.737742,13.358511,39199371.85,39200000,2022,2022
"P00844788LZ","Construction of Flood Mitigation Structure, Barangay 56 Taysan, Legazpi City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","LEGAZPI CITY (CAPITAL) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.737839,13.11579,48998956.32,48998837.03,2024,2024
"P00620303LZ","Construction/ Extension of Seawall, San Roque, Tabaco City, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.738019,13.356312,77199999.96,77200000,2022,2023
"P00639391LZ","Construction of Poblacion Shore Protection, Rapu-Rapu, Albay","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","RAPU-RAPU (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.738019,13.356312,96494876.5,96494642.76,2022,2023
"P00740497LZ","Construction/Extension of Fatima Seawall (Phase 3), Tabaco City","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","ALBAY","CITY OF TABACO (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.738086,13.352726,96499772.26,96500000,2023,2024
"P00740671LZ","Construction of River Bank Protection Works and Drainage System along Brgy. Tamaoyan, Legazpi City, Albay","Construction of Dike","Flood Control Structures","Region V","ALBAY","LEGAZPI CITY (CAPITAL) (ALBAY)","ALBAY (SECOND LEGISLATIVE DISTRICT)",123.738275,13.175218,48928064.13,48927385.73,2023,2023
"P00631334LZ","Rehabilitation of Calbayog River Wall, Malilipot, Albay","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region V","ALBAY","MALILIPOT (ALBAY)","ALBAY (FIRST LEGISLATIVE DISTRICT)",123.73843816,13.28743648,34299996.45,24500000,2022,2022
"P00820504LZ","Construction of San Jacinto Shore Protection Structure, Sitio Cagas, Barangay Calipat-an, San Jacinto, Masbate","Construction of Flood Mitigation Structure","Flood Control Structures","Region V","MASBATE","SAN JACINTO (MASBATE)","MASBATE (FIRST LEGISLATIVE DISTRICT)",123.73889,12.55944,63156355,63156272.13,2024,2025
