"ProjectID","ProjectDescription","TypeofWork","infra_type","Region","Province","Municipality","LegislativeDistrict","Longitude","Latitude","ABC","ContractCost","FundingYear","CompletionYear"
"P00637020LZ","Construction of Reinforced Concrete Slope Protection along Quitangil Creek, Magalang, Pampanga Sta. 0+000 to Sta. 2+750 (L/D)","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","MAGALANG (PAMPANGA)","PAMPANGA (FIRST LEGISLATIVE DISTRICT)",120.744004720095,15.258021131319,72373496.9,70946981.78,2022,2022
"P00632737LZ","Construction of Drainage along Quirino-Patiacan Road, Quirino, Ilocos Sur","Construction of Drainage Structure","Flood Control Structures","Region I","ILOCOS SUR","QUIRINO (ANGKAKI) (ILOCOS SUR)","ILOCOS SUR (SECOND LEGISLATIVE DISTRICT)",120.744509,17.110305,4950000,4949972.9,2022,2023
"P00848608LZ","Construction of Barot Flood Control, Ambuklao, Bokod, Benguet","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","BENGUET","BOKOD (BENGUET)","BENGUET (LEGISLATIVE DISTRICT)",120.744666,16.448431,69300000,69235331.85,2024,2024
"P00630945LZ","Rehabilitation of River Protection Structure along Bulusan, Calumpit, Bulacan","Rehabilitation / Major Repair of Slope Protection Structure","Flood Control Structures","Region III","BULACAN","CALUMPIT (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.74494,14.915177,96499829.8,96498200.7,2022,2023
"P00727366LZ","Rehabilitation of Existing Dike along Rio Chico River (Lara Section, Right Bank), Package 2, La Paz, Tarlac (Sta. 0+569 to Sta. 0+819)","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","LA PAZ (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.745023,15.447546,48999752.63,47951981.5,2023,2023
"P00845998LZ","Construction of Flood Control Structure along Rio Chico River, Sta. 5+938.10 - Sta. 5+978.10, Brgy. Sto. Rosario Young, Zaragoza, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","ZARAGOZA (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.745189544933,15.4592667971294,9900000,9800000,2024,2025
"P00740594LZ","Construction of Flood Control Structures and Improvement of Waterways along Barangay Bulusan, Calumpit, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","CALUMPIT (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.745295,14.915663,48999726.89,48999897.9,2023,2023
"P00726509LZ","Construction of Flood Control Structure along Rio Chico River, Barangay Pasong Inchic, Guimba, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","GUIMBA (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.745355,15.665633,96500000,96490005.53,2023,2023
"P00631185LZ","Construction of Flood Control Structure along San Miguel, Barangay San Miguel, Calumpit, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","CALUMPIT (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.745358,14.918044,44099230.86,44076500.35,2022,2022
"P00737368LZ","Construction of Flood Mitigation Structure, Palapat, Hagonoy, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.745793,14.862092,69299709.02,69298893.2,2023,2023
"P00632929LZ","Construction of Callejon Flood Control Structure, Abra de Ilog, Occidental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","OCCIDENTAL MINDORO","ABRA DE ILOG (OCCIDENTAL MINDORO)","OCCIDENTAL MINDORO (LEGISLATIVE DISTRICT)",120.746059,13.447669,44550000,27102768.74,2022,2023
"P00824655LZ","Construction of Flood Control Structure along Agno-Bitong, Pobracion, Tayug, Pangasinan","Construction of Dike","Flood Control Structures","Region I","PANGASINAN","TAYUG (PANGASINAN)","PANGASINAN (SIXTH LEGISLATIVE DISTRICT)",120.746162,16.031908,19600000,19567078.7,2024,2024
"P00824796LZ","Construction of Flood Control Structure along Agno and Allied River, Brgy. Amistad-Poblacion, Tayug, Pangasinan, Phase I","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","PANGASINAN","TAYUG (PANGASINAN)","PANGASINAN (SIXTH LEGISLATIVE DISTRICT)",120.746376,16.031161,19300000,19299456.67,2024,2024
"P00825213LZ","Construction of Flood Control Structure along Viray-Depalo River, Brgy. Libertad, Tayug, Pangasinan","Construction of Dike","Flood Control Structures","Region I","PANGASINAN","TAYUG (PANGASINAN)","PANGASINAN (SIXTH LEGISLATIVE DISTRICT)",120.746622,16.016057,4.9e+07,48257831.51,2024,2024
"P00742334LZ","Construction of Flood Control Structures along Casongsong River, Brgy. Casongsong, Guimba, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","GUIMBA (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.746688,15.673295,4950000,4899504.18,2023,2023
"P00824702LZ","Construction of Flood Control Structure along Casongsong River, Barangay Casongsong, Guimba, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","GUIMBA (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.746688,15.623295,24846920,24601942.33,2024,2024
"P00726508LZ","Construction of Flood Control Structure along Rio Chico River (Phase 1), Barangay Bacayao, Guimba, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","GUIMBA (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.746723,15.667846,96500000,96494000,2023,2023
"P00845911LZ","Construction of Slope Protection Structure along Banila and Allied River, Umingan, Pangasinan (Package 1)","Construction of Dike","Flood Control Structures","Region I","PANGASINAN","UMINGAN (PANGASINAN)","PANGASINAN (SIXTH LEGISLATIVE DISTRICT)",120.746723,15.915961,49500000,49443875.72,2024,2024
"P00742335LZ","Construction of Flood Control Structures along Rio Chico River, Brgy. Bacayao, Guimba, Nueva Ecija (Phase 2)","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","GUIMBA (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.746787,15.667836,9900000,9800528.41,2023,2023
"P00823429LZ","Construction/Rehabilitation of Flood Control Structures along Rio Chico River, Brgy. Casongsong, Guimba, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","GUIMBA (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.747018613697,15.6684410422125,48250000,47767411.9,2024,2024
"P00844501LZ","Construction of Reinforced Concrete Flood Control Structure, Barangay Sagrada Familia (Purok 4 to Purok 5), Hagonoy, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.747771,14.815915,67549804.71,67549901.28,2024,2024
"P00726356LZ","Construction of Flood Mitigation Structure along Laoag River Basin, Dingris River, Left Bank, barangay Maruaya, Piddig, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","PIDDIG (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.74783,18.19745,97465000,97464756.05,2023,2023
"P00843321LZ","Construction of Reinforced Concrete Flood Control Structure, Barangay Frances (Purok 4 to Purok 5), Calumpit, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","CALUMPIT (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.747839,14.918258,77199825.91,77187426.47,2024,2024
"P00845997LZ","Construction of Flood Control Structure along Casongsong River, Brgy. Casongsong, Guimba, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","GUIMBA (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.748043,15.672964,4950000,4900498.26,2024,2024
"P00823465LZ","Construction of Flood Mitigation Structure at Frances, Calumpit, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","CALUMPIT (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.748365,14.917304,67549958.68,67549453.28,2024,2024
"P00621563LZ","Rechanneling of Baay River, Lagangilang Section, Lagangilang, Abra","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","ABRA","LAGANGILANG (ABRA)","ABRA (LEGISLATIVE DISTRICT)",120.748531,17.578014,96500000,96497135,2022,2023
"P00726357LZ","Construction of Flood Mitigation Structure along Laoag River Basin, Dingris River, Right Bank, barangay Maruaya, Piddig, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","PIDDIG (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.74861,18.19722,97465000,97464915.68,2023,2023
"P00824697LZ","Construction of Revetment at Barangay Sagrada, Hagonoy, Bulacan","Construction of Revetment","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.748662,14.816524,39199794.91,39199307.6,2024,2024
"P00637777LZ","Construction of Northville San Vicente Drainage Canal, Brgy. San Vicente, Apalit, Pampanga","Construction of Drainage Structure","Flood Control Structures","Region III","PAMPANGA","APALIT (PAMPANGA)","PAMPANGA (FOURTH LEGISLATIVE DISTRICT)",120.74877,14.94261,4950000,4702569.67,2022,2022
"P00824696LZ","Construction of Revetment at Barangay Sta. Elena, Hagonoy, Bulacan","Construction of Revetment","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.748901,14.817281,39199955.55,39199511.58,2024,2024
"P00727150LZ","Rehabilitation of Existing dike along Rio Chico River (Barangay Guevarra Section, Right Bank), Sta. 6 + 651.00 to Sta. 6 + 900.00, La Paz, Tarlac","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","LA PAZ (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.74923,15.47747,47627563.65,46436450.98,2023,2023
"P00620780LZ","Construction of Flood Control Structure along Dingris River, Laoag River Basin, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","LAOAG CITY (CAPITAL) (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.74962,18.29016,86850000,86850000,2022,2023
"P00846002LZ","Construction of Slope Protection Structure, San Juan-San Joaquin Access Road, Brgy. San Joaquin, Santa Ana, Pampanga","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","SANTA ANA (PAMPANGA)","PAMPANGA (THIRD LEGISLATIVE DISTRICT)",120.749834,15.095104,9900000,9345618.93,2024,2025
"P00825214LZ","Construction of Flood Control Structure along Agno and Allied River, Brgy. Amistad-Poblacion, Tayug, Pangasinan, Phase II","Construction of Dike","Flood Control Structures","Region I","PANGASINAN","TAYUG (PANGASINAN)","PANGASINAN (SIXTH LEGISLATIVE DISTRICT)",120.75003889,16.03295,19600000,19563819.79,2024,2024
"P00845912LZ","Construction of Slope Protection Structure along Banila and Allied River, Umingan, Pangasinan (Package 2)","Construction of Dike","Flood Control Structures","Region I","PANGASINAN","UMINGAN (PANGASINAN)","PANGASINAN (SIXTH LEGISLATIVE DISTRICT)",120.750316,15.917835,49500000,49442175.71,2024,2024
"P00838446LZ","Rehabilitation of Existing Dike along Parua River (Talimundoc-Marimla Section, Right Bank), Package A, Concepcion, Tarlac","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","CONCEPCION (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.750675,15.278833,96499329.91,96494656.2,2024,2024
"P00639373LZ","Rehabilitation of Existing Dike along Lucung River (Magao Section, Right Bank), Concepcion, Tarlac","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","CONCEPCION (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.7508694,15.26255278,50179743.9,50168947.82,2022,2023
"P00735988LZ","Construction of Flood Mitigation Structures along Barangay San Pablo, Hagonoy, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.751083,14.831533,77199802.36,77199981.45,2023,2023
"P00843302LZ","Construction of Reinforced Concrete Flood Control Structure along Labangan Channel and its tributaries, Barangay San Pedro, Hagonoy, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.751198,14.839372,72374787.39,72374051.06,2024,2024
"P00726894LZ","Construction of Revetment along Hagonoy River and its Tributaries at Barangay Santa Elena, Hagonoy, Bulacan","Construction of Revetment","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.752396,14.817139,57899792.13,57899990.29,2023,2023
"P00735983LZ","Construction of Flood Mitigation Structures along Barangay Frances, Calumpit, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","CALUMPIT (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.752414,14.914986,77199864.07,77199999.65,2023,2023
"P00735990LZ","Construction of Flood Mitigation Structures along Barangay Sta. Elena, Hagonoy, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.752427,14.817097,77199948.45,77199935.07,2023,2023
"P00740586LZ","Construction of Flood Mitigation Structure at barangay Frances (Phase II), Calumpit, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","CALUMPIT (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.752777,14.915,48999719.21,48999979.8,2023,2023
"P00740378LZ","Construction of Flood Control Facility, Brgy. Sta. Elena, Hagonoy, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.752835,14.815842,144749736.4,144199874.9,2023,2023
"P00727149LZ","Rehabilitation of Existing dike along Lucung River (Magao Section, Right Bank), Concepcion, Tarlac","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","CONCEPCION (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.7528722,15.32533889,47725788.75,47696993.3,2023,2023
"P00620849LZ","Rehabilitation of Existing Bank along Rio Chico River (San Roque Section, Right Bank), D/S of Rio Chico Bridge, La Paz, Tarlac","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","LA PAZ (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.75343,15.44053,72374727.06,72842742.3,2022,2023
"P00632821LZ","Construction of River Protection along Barangay Frances, Calumpit, Bulacan","Construction of Slope Protection Structure","Flood Control Structures","Region III","BULACAN","CALUMPIT (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.75367,14.914922,49499344.49,49498943.04,2022,2022
"P00640524LZ","Rehabilitation of Flood Mitigation Structure along Sapang Are Creek, Apalit, Pampanga","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","PAMPANGA","APALIT (PAMPANGA)","PAMPANGA (FOURTH LEGISLATIVE DISTRICT)",120.754364,14.956261,39600000,37619894,2022,2022
"P00725642LZ","Construction of Flood Control Structure along Bislak River, Brgy. Cabangaran, Vintar, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","VINTAR (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.754443,18.352652,53074892.22,53074891.66,2023,2023
"P00824701LZ","Construction of Flood Control Structure along Labong River, Barangay San Cristobal, Licab, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","LICAB (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.75485,15.5515,24500000,24254959.8,2024,2024
"P00620167LZ","Construction of Flood Control Structures along Cassanova Creek, Brgy. Nagpandayan, Guimba, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","GUIMBA (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.755076,15.588002,67550000,67550000,2022,2023
"P00824700LZ","Construction of Flood Control Structure along Cassanova Creek, Barangay Nagpandayan, Guimba, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","GUIMBA (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.755349,15.589345,4.9e+07,48514625.05,2024,2024
"P00820260LZ","Construction of Slope Protection Structure along Sapang Are River, Apalit, Pampanga","Construction of Slope Protection Structure","Flood Control Structures","Region III","PAMPANGA","APALIT (PAMPANGA)","PAMPANGA (FOURTH LEGISLATIVE DISTRICT)",120.755563,14.95662,77200000,74883257.96,2024,2024
"P00631241LZ","Improvement of Panquiary River Control Structure at Brgy. San Isidro, San Simon, Pampanga","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","PAMPANGA","SAN SIMON (PAMPANGA)","PAMPANGA (FOURTH LEGISLATIVE DISTRICT)",120.75563,15.002858,39200000,37239412.88,2022,2022
"P00620969LZ","Construction of Flood Control Structure along Banila River, Brgy. Cabalitian, Umingan, Pangasinan","Construction of Revetment","Flood Control Structures","Region I","PANGASINAN","UMINGAN (PANGASINAN)","PANGASINAN (SIXTH LEGISLATIVE DISTRICT)",120.7558,15.92967,19600000,19403532.01,2022,2023
"P00621162LZ","Construction of Flood Control Structure along Labong River, Brgy. Villarosa (Phase 5), Licab, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","LICAB (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.755882,15.546261,96500000,96500000,2022,2023
"P00726841LZ","Construction of Flood Mitigation Structure along Madungon River, both bank, barangay Bagbago, Solsona, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","SOLSONA (ILOCOS NORTE)","ILOCOS NORTE (SECOND LEGISLATIVE DISTRICT)",120.7559928,18.07419316,96500000,96499954.31,2023,2023
"P00725725LZ","Construction of Flood Control Structure along Labong River, Barangay Villarosa, (Phase 6), Licab, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","LICAB (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.756045,15.545479,96500000,96495000,2023,2023
"P00725709LZ","Construction of Flood Control Structures along Labong River, Brgy. Poblacion Sur, Licab, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","LICAB (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.756317,15.545968,96500000,96494899.85,2023,2023
"P00844511LZ","Construction of Reinforced Concrete Flood Control Structure, Barangay Tibaguin, Hagonoy, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.756484,14.774974,72374731.83,72371115.87,2024,2024
"P00726164LZ","Construction of Flood Control Structure along Labong River, Barangay Poblacion Sur, Licab, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","LICAB (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.75669,15.543767,4.9e+07,48993969,2023,2023
"P00621576LZ","Rehabilitation of Dike along Rio Chico River, Downstream of Rio Chico Bridge, Sta.0+943.75 to Sta.1+349.75 (Brgy. San Roque Section, Right Bank), La Paz, Tarlac","Construction of Dike","Flood Control Structures","Region III","TARLAC","LA PAZ (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.75684,15.43951,96499475.97,94547166.18,2022,2022
"P00725643LZ","Construction of Purok Ligaya-Cabangaran Flood Control, Brgy. Cabangaran, Vintar, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","VINTAR (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.757038,18.35374,57899735.81,57899734.38,2023,2023
"P00821307LZ","Rehabilitation of Existing Dike along Rio Chico River, (Balanoy Section, Right Bank), Phase 2, Sta. (-) 5+594.31 to Sta. (-) 6+058.62, La Paz, Tarlac","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","LA PAZ (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.7573917,15.40911944,96498897.46,96497852.71,2024,2024
"P00823466LZ","Construction of Flood Mitigation Structure at Calizon, Calumpit, Bulacan","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","BULACAN","CALUMPIT (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.757602,14.91457,77199988.14,77199509.85,2024,2024
"P00820969LZ","Construction of Salagan Flood Control Structure, So. Proper Section, Barangay Casague, Santa Cruz, Occidental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","DAVAO DEL SUR","SANTA CRUZ (DAVAO DEL SUR)","OCCIDENTAL MINDORO (LEGISLATIVE DISTRICT)",120.758116,13.09765,4.9e+07,48995667.09,2024,2024
"P00725638LZ","Construction of Flood Control Structure along Bislak River, Sitio Mangmanga, Brgy. Cabayo, Vintar, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","VINTAR (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.758177,18.389959,53074754.2,53074753.39,2023,2023
"P00838438LZ","Rehabilitation of Existing Dike along Lucung River (Magao Section, Right Bank), Package F, Concepcion, Tarlac","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","CONCEPCION (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.75821667,15.32261667,96499387.14,96497823.04,2024,2025
"P00823471LZ","Construction of Flood Control Structure along Labong River, Barangay San Juan, Licab, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","LICAB (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.758931,15.537531,48250000,47767298.86,2024,2024
"P00725590LZ","Construction/Rehabilitation/lmprovement of 800 LM Canal Lining Barangay Barcelona, Solsona, Ilocos Norte","Construction of Drainage Structure","Flood Control Structures","Region I","ILOCOS NORTE","SOLSONA (ILOCOS NORTE)","ILOCOS NORTE (SECOND LEGISLATIVE DISTRICT)",120.759022,18.112036,9650000,9649819.12,2023,2023
"P00631279LZ","Construction of Seawall, Brgy. Carrenahan, Balayan, Batangas","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-A","BATANGAS","BALAYAN (BATANGAS)","BATANGAS (FIRST LEGISLATIVE DISTRICT)",120.7594,13.9332,4.9e+07,4.9e+07,2022,2022
"P00726390LZ","Construction of Flood Control Structure along Ikmin River, Maguyepyep, Sallapadan, Abra","Construction of Flood Mitigation Structure","Flood Control Structures","Cordillera Administrative Region","ABRA","SALLAPADAN (ABRA)","ABRA (LEGISLATIVE DISTRICT)",120.7594,17.44001,77199923.53,77200000,2023,2023
"P00821306LZ","Rehabilitation of Existing Dike along Rio Chico River, (Balanoy Section, Right Bank), Phase 1, Sta. (-)5+130 to Sta. (-)5+594.31, La Paz, Tarlac","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","LA PAZ (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.7595278,15.41241111,96499491.16,96497236.09,2024,2024
"P00725611LZ","Construction of Flood Control Structures along Bislak River, Upstream Isic-Isic Br., Barangay Cabangaran, Vintar, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","VINTAR (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.759583,18.355073,58799628.16,57899999.73,2023,2023
"P00620149LZ","Construction of Flood Control Structure along Labong River, Brgy. Caingin Tabing Ilog, Guimba, Nueva Ecija","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","GUIMBA (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.759841,15.572742,91675000,91675000,2022,2022
"P00823436LZ","Construction/Rehabilitation of Flood Control Structures along Labong River, Brgy. San Juan, Licab, Nueva Ecija (Phase 2)","Construction of Flood Mitigation Structure","Flood Control Structures","Region III","NUEVA ECIJA","LICAB (NUEVA ECIJA)","NUEVA ECIJA (FIRST LEGISLATIVE DISTRICT)",120.760224964818,15.5339125556628,38600000,38217763.57,2024,2024
"P00726899LZ","Construction of Revetment along Labangan Channel and its Tributaries at Barangay Santa Elena, Hagonoy, Bulacan","Construction of Revetment","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.760281,14.812765,67549800.48,67531685.86,2023,2023
"P00824744LZ","Contruction of Protection Dike at Barangay Barahan, Santa Cruz, Occidental Mindoro","Construction of Flood Mitigation Structure","Flood Control Structures","Region IV-B","DAVAO DEL SUR","SANTA CRUZ (DAVAO DEL SUR)","OCCIDENTAL MINDORO (LEGISLATIVE DISTRICT)",120.760456,13.062703,14700000,14699104.72,2024,2024
"P00726900LZ","Construction of Revetment along Labangan Channel at Sitio Buga, Barangay Santa Elena, Hagonoy, Bulacan","Construction of Revetment","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.760693,14.814843,72374969.24,72373326.83,2023,2024
"P00821222LZ","Construction of Concrete Slope Protection Structure along Rio Chico River (Rizal Section, Right Bank), Phase 1, Sta. (-)3+286.90 to Sta. (-)3+595.67, La Paz, Tarlac","Construction of Slope Protection Structure","Flood Control Structures","Region III","TARLAC","LA PAZ (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.760922,15.424579,62724566.22,62593237.4,2024,2024
"P00823452LZ","Construction of Revetment at Sta. Elena - San Pedro along Angat River at Hagonoy, Bulacan","Construction of Revetment","Flood Control Structures","Region III","BULACAN","HAGONOY (BULACAN)","BULACAN (FIRST LEGISLATIVE DISTRICT)",120.760985,14.818283,38599906.81,38599137.21,2024,2024
"P00726354LZ","Construction of Flood Mitigating Facilities along Bacarra-Vintar River and Tributaries, Barangay Cabayo, Vintar, Ilocos Norte","Construction of Flood Mitigation Structure","Flood Control Structures","Region I","ILOCOS NORTE","VINTAR (ILOCOS NORTE)","ILOCOS NORTE (FIRST LEGISLATIVE DISTRICT)",120.760986,18.395268,78399736.25,77199998.67,2023,2023
"P00620848LZ","Rehabilitation of Existing Bank along Rio Chico River (Balanoy Section Right Bank), La Paz, Tarlac","Rehabilitation / Major Repair of Flood Control Structure","Flood Control Structures","Region III","TARLAC","LA PAZ (TARLAC)","TARLAC (THIRD LEGISLATIVE DISTRICT)",120.7611416,15.41629444,73214793.89,73212660.32,2022,2023
